###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: Phobos
### Launch time: 0:00:05 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:06	1/1/2019 	744	130.00	8.00	7.44	25.26	99998.08	95881	0	Phobos	
2	0:00:07	1/1/2019 	1731	833.00	82.00	26.58	25.26	99999.03	53230	0	Phobos	
3	0:00:08	1/1/2019 	2066	78.00	8.00	6.10	25.27	99999.62	1852	0	Phobos	
4	0:00:08	1/1/2019 	2663	100.00	8.00	6.59	25.27	99999.84	49785	0	Phobos	
5	0:00:08	1/1/2019 	2934	883.00	106.00	31.08	25.27	99999.84	1847	0	Phobos	
6	0:00:08	1/1/2019 	2936	538.00	9.00	13.27	25.27	99999.84	1850	0	Phobos	
7	0:00:10	1/1/2019 	4006	122.00	8.00	7.21	25.27	100000.30	49785	0	Phobos	
8	0:00:10	1/1/2019 	4215	114.00	8.00	6.98	25.28	100000.91	1848	0	Phobos	
9	0:00:11	1/1/2019 	5207	398.00	9.00	12.17	25.29	100001.75	52272	0	Phobos	
10	0:00:11	1/1/2019 	5366	880.00	100.00	29.92	25.29	100001.75	1851	0	Phobos	
11	0:00:11	1/1/2019 	5370	778.00	53.00	22.70	25.29	100001.75	1850	0	Phobos	
12	0:00:12	1/1/2019 	6766	950.00	189.00	44.33	25.30	100002.86	97729	0	Phobos	
13	0:00:12	1/1/2019 	6889	146.00	8.00	7.90	25.30	100002.86	1850	0	Phobos	
14	0:00:13	1/1/2019 	7024	60.00	8.00	5.89	25.30	100002.86	1847	0	Phobos	
15	0:00:13	1/1/2019 	7271	573.00	9.00	13.68	25.30	100003.06	1847	0	Phobos	
16	0:00:13	1/1/2019 	7809	466.00	9.00	12.67	25.31	100003.34	52517	0	Phobos	
17	0:00:14	1/1/2019 	8576	214.00	9.00	9.62	25.31	100003.39	49788	0	Phobos	
18	0:00:14	1/1/2019 	8614	939.00	136.00	36.93	25.31	100003.39	1850	0	Phobos	
19	0:00:14	1/1/2019 	8844	473.00	9.00	12.72	25.31	100003.84	1849	0	Phobos	
20	0:00:15	1/1/2019 	9275	434.00	9.00	12.45	25.31	100003.84	1848	0	Phobos	
21	0:00:15	1/1/2019 	9838	463.00	9.00	12.65	25.32	100004.11	49791	0	Phobos	
22	0:00:16	1/1/2019 	10389	876.00	98.00	29.52	25.32	100003.99	5411	0	Phobos	
23	0:00:16	1/1/2019 	10659	617.00	10.00	14.44	25.33	100004.27	49791	0	Phobos	
24	0:00:17	1/1/2019 	11189	71.00	8.00	5.99	25.33	100004.72	1849	0	Phobos	
25	0:00:18	1/1/2019 	12167	392.00	9.00	12.12	25.34	100005.02	49784	0	Phobos	
26	0:00:20	1/1/2019 	14019	400.00	8.00	12.12	25.35	100005.80	97729	0	Phobos	
27	0:00:20	1/1/2019 	14833	113.00	8.00	6.95	25.36	100006.30	49787	0	Phobos	
28	0:00:21	1/1/2019 	15200	139.00	8.00	7.70	25.36	100006.17	1846	0	Phobos	
29	0:00:21	1/1/2019 	15883	165.00	8.00	8.43	25.37	100006.45	52518	0	Phobos	
30	0:00:22	1/1/2019 	16733	857.00	91.00	28.17	25.38	100006.61	49784	0	Phobos	
31	0:00:22	1/1/2019 	16780	679.00	14.00	16.16	25.38	100006.61	1850	0	Phobos	
32	0:00:22	1/1/2019 	16896	107.00	8.00	6.78	25.38	100006.61	1850	0	Phobos	
33	0:00:23	1/1/2019 	17930	134.00	8.00	7.56	25.38	100007.08	49784	0	Phobos	
34	0:00:24	1/1/2019 	18252	591.00	9.00	13.91	25.38	100007.08	1847	0	Phobos	
35	0:00:25	1/1/2019 	19181	601.00	9.00	14.04	25.39	100007.41	49787	0	Phobos	
36	0:00:25	1/1/2019 	19588	79.00	8.00	6.12	25.39	100007.47	52314	0	Phobos	
37	0:00:25	1/1/2019 	19889	64.00	8.00	5.92	25.40	100007.52	2572	0	Phobos	
38	0:00:25	1/1/2019 	19994	597.00	9.00	13.99	25.40	100007.52	1845	0	Phobos	
39	0:00:26	1/1/2019 	20145	66.00	8.00	5.93	25.40	100007.52	1849	0	Phobos	
40	0:00:26	1/1/2019 	20587	86.00	8.00	6.26	25.40	100007.40	49786	0	Phobos	
41	0:00:26	1/1/2019 	20931	90.00	8.00	6.35	25.40	100007.40	1846	0	Phobos	
42	0:00:27	1/1/2019 	21677	821.00	78.00	25.92	25.41	100007.90	52561	0	Phobos	
43	0:00:27	1/1/2019 	21910	130.00	8.00	7.44	25.41	100007.90	1850	0	Phobos	
44	0:00:28	1/1/2019 	22132	521.00	9.00	13.11	25.41	100008.18	1846	0	Phobos	
45	0:00:28	1/1/2019 	22886	140.00	12.00	7.75	25.41	100008.40	49788	0	Phobos	
46	0:00:29	1/1/2019 	23457	938.00	137.00	37.10	25.42	100008.25	1849	0	Phobos	
47	0:00:29	1/1/2019 	23611	872.00	95.00	28.95	25.42	100008.31	49793	0	Phobos	
48	0:00:30	1/1/2019 	24495	600.00	9.00	14.02	25.42	100008.36	1849	0	Phobos	
49	0:00:30	1/1/2019 	24583	98.00	8.00	6.54	25.42	100008.36	52400	0	Phobos	
50	0:00:30	1/1/2019 	24667	969.00	378.00	70.81	25.42	100008.24	1846	0	Phobos	
51	0:00:31	1/1/2019 	25391	76.00	8.00	6.07	25.43	100008.30	1850	0	Phobos	
52	0:00:31	1/1/2019 	25660	412.00	9.00	12.28	25.43	100008.30	49785	0	Phobos	
53	0:00:32	1/1/2019 	26462	161.00	8.00	8.32	25.43	100008.40	1849	0	Phobos	
54	0:00:32	1/1/2019 	26468	316.00	9.00	11.31	25.43	100008.40	1847	0	Phobos	
55	0:00:35	1/1/2019 	29068	361.00	9.00	11.82	25.44	100008.27	145666	0	Phobos	
56	0:00:35	1/1/2019 	29134	422.00	8.00	12.29	25.44	100008.27	4452	0	Phobos	
57	0:00:35	1/1/2019 	29284	313.00	9.00	11.27	25.44	100008.27	1847	0	Phobos	
58	0:00:37	1/1/2019 	31259	79.00	8.00	6.12	25.45	100008.60	97728	0	Phobos	
59	0:00:37	1/1/2019 	31280	138.00	8.00	7.67	25.45	100008.60	2575	0	Phobos	
