###################################################################################################
### CosmicWatch: The Desktop Muon Detector
### Device ID: Phobos
### Launch time: 0:00:06 1/1/2019
### Questions? Email Spencer N. Axani (saxani@mit.edu)
### Event Time Date TimeStamp[ms] ADC1 ADC2 SiPM[mV] Temp[C] Pressure[Pa] DeadTime[us] Coincident ID
###################################################################################################
1	0:00:09	1/1/2019 	2033	286.00	8.00	10.86	29.72	100021.27	143914	0	Phobos	
2	0:00:10	1/1/2019 	3438	536.00	8.00	13.14	29.72	100021.34	53393	0	Phobos	
3	0:00:10	1/1/2019 	3780	720.00	25.00	19.04	29.71	100021.30	49820	0	Phobos	
4	0:00:10	1/1/2019 	3858	685.00	15.00	16.48	29.71	100021.30	1850	0	Phobos	
5	0:00:10	1/1/2019 	3942	56.00	7.00	5.88	29.71	100021.30	1848	0	Phobos	
6	0:00:11	1/1/2019 	4052	306.00	8.00	11.14	29.71	100021.30	1848	0	Phobos	
7	0:00:11	1/1/2019 	4163	520.00	8.00	12.99	29.71	100021.28	1848	0	Phobos	
8	0:00:11	1/1/2019 	4323	836.00	88.00	27.57	29.71	100021.28	1847	0	Phobos	
9	0:00:11	1/1/2019 	4557	77.00	7.00	6.08	29.71	100021.28	52427	0	Phobos	
10	0:00:13	1/1/2019 	6859	331.00	8.00	11.45	29.70	100021.81	97788	0	Phobos	
11	0:00:13	1/1/2019 	6976	119.00	8.00	7.12	29.70	100021.81	1848	0	Phobos	
12	0:00:16	1/1/2019 	9717	173.00	8.00	8.64	29.69	100021.62	145759	0	Phobos	
13	0:00:17	1/1/2019 	10795	70.00	7.00	5.98	29.69	100021.91	50606	0	Phobos	
14	0:00:18	1/1/2019 	11110	672.00	13.00	15.82	29.69	100021.86	1850	0	Phobos	
15	0:00:19	1/1/2019 	12421	434.00	8.00	12.37	29.68	100021.77	49821	0	Phobos	
16	0:00:19	1/1/2019 	12918	909.00	127.00	35.23	29.68	100021.88	66263	0	Phobos	
17	0:00:21	1/1/2019 	14790	127.00	7.00	7.35	29.67	100022.11	97787	0	Phobos	
18	0:00:22	1/1/2019 	15154	98.00	7.00	6.54	29.67	100022.11	1849	0	Phobos	
19	0:00:22	1/1/2019 	15563	893.00	112.00	32.28	29.67	100021.67	49822	0	Phobos	
20	0:00:22	1/1/2019 	15573	70.00	8.00	5.98	29.67	100021.67	1849	0	Phobos	
21	0:00:22	1/1/2019 	15728	680.00	16.00	16.69	29.67	100021.45	1846	0	Phobos	
22	0:00:23	1/1/2019 	16911	378.00	8.00	11.93	29.66	100021.41	52421	0	Phobos	
23	0:00:24	1/1/2019 	17205	901.00	120.00	33.87	29.66	100021.41	1847	0	Phobos	
24	0:00:24	1/1/2019 	17890	125.00	8.00	7.29	29.66	100021.30	49819	0	Phobos	
25	0:00:24	1/1/2019 	17932	762.00	54.00	22.71	29.66	100021.30	1848	0	Phobos	
26	0:00:24	1/1/2019 	17977	564.00	7.00	13.28	29.66	100021.30	1849	0	Phobos	
27	0:00:25	1/1/2019 	18083	74.00	7.00	6.03	29.66	100021.30	1848	0	Phobos	
28	0:00:25	1/1/2019 	18627	642.00	11.00	14.98	29.66	100021.25	49820	0	Phobos	
29	0:00:25	1/1/2019 	18986	90.00	7.00	6.34	29.65	100021.20	4453	0	Phobos	
30	0:00:26	1/1/2019 	19080	62.00	8.00	5.90	29.65	100021.20	1849	0	Phobos	
31	0:00:26	1/1/2019 	19166	742.00	32.00	20.30	29.65	100021.20	1847	0	Phobos	
32	0:00:26	1/1/2019 	19642	603.00	9.00	14.06	29.65	100021.16	49819	1	Phobos	
33	0:00:26	1/1/2019 	19827	769.00	51.00	22.46	29.65	100021.16	2637	1	Phobos	
34	0:00:27	1/1/2019 	20445	297.00	8.00	11.02	29.65	100021.23	1849	0	Phobos	
35	0:00:27	1/1/2019 	20699	865.00	97.00	29.29	29.65	100021.23	49819	0	Phobos	
36	0:00:31	1/1/2019 	24077	382.00	8.00	11.97	29.63	100021.36	148283	0	Phobos	
